ID	DOCULECT	CONCEPT	GLOTTOCODE	CONCEPTICON_ID	VALUE	FORM	TOKENS	VARIANTS	SOURCE	COGID	LOAN	COGNACY
606	Rarotongan_58	big	raro1241	1202	'akamatū	'akamatū	ʔ a k a m a t uː		POLLEX	766	False	41
904	Maori_85	big	maor1246	1202	nui	nui	n u i		Biggs-85-2005	182	False	11
1429	Austral_128	big	aust1304	1202	raʔi	raʔi	r a ʔ i		Meyer-128-2005	232	False	12
2726	Tahitian_173	big	tahi1242	1202	rahi	rahi	r a h i		Clark-173-2005	232	False	12
3722	Penrhyn_235	big	penr1237	1202	nuä	nue	n u e		POLLEX	182	False	11
3723	Penrhyn_235	big	penr1237	1202	rahi	rahi	r a h i		POLLEX	232	False	12
4164	Mangareva_239	big	mang1401	1202	ru'aru'a	ru'aru'a	r u ʔ a r u ʔ a		POLLEX	781	False	
4165	Mangareva_239	big	mang1401	1202	nui	nui	n u i		POLLEX	182	False	11
4637	Tuamotuan_246	big	tuam1242	1202	nui	nui	n u i		POLLEX	182	False	11
5650	Rapanui_264	big	rapa1244	1202	nui	nui	n u i		POLLEX	182	False	11
5651	Rapanui_264	big	rapa1244	1202	rahi	rahi	r a h i		POLLEX	232	False	12
154	NorthMarquesan_38	bird	nort2845	937	manu	manu	m a n u		POLLEX	13	False	1
423	Hawaiian_52	bird	hawa1245	937	manu	manu	m a n u		71458	13	False	1
684	Rarotongan_58	bird	raro1241	937	manu rere	manu rere	m a n u _ r e r e	manu/rere // manu/rere // manu	POLLEX	13	False	1
965	Maori_85	bird	maor1246	937	manu	manu	m a n u		Biggs-85-2005	13	False	1
1493	Austral_128	bird	aust1304	937	manu	manu	m a n u		Meyer-128-2005	13	False	1
2787	Tahitian_173	bird	tahi1242	937	manu	manu	m a n u		Clark-173-2005	13	False	1
3780	Penrhyn_235	bird	penr1237	937	manu	manu	m a n u		POLLEX	13	False	1
4241	Mangareva_239	bird	mang1401	937	manu	manu	m a n u	manu	POLLEX	13	False	1
4713	Tuamotuan_246	bird	tuam1242	937	manu	manu	m a n u		POLLEX	13	False	1
5718	Rapanui_264	bird	rapa1244	937	manu	manu	m a n u		POLLEX	13	False	1
89	NorthMarquesan_38	black	nort2845	163	hivahiva	hivahiva	h i v a h i v a		POLLEX	1034	False	6
368	Hawaiian_52	black	hawa1245	163	'ele'ele	'ele'ele	ʔ e l e ʔ e l e		71458	901	False	5
616	Rarotongan_58	black	raro1241	163	ìva	ìva	ʔ i v a		POLLEX	1034	False	6
617	Rarotongan_58	black	raro1241	163	uri	uri	u r i		POLLEX	1174	False	7
618	Rarotongan_58	black	raro1241	163	kere	kere	k e r e		POLLEX	901	False	5
910	Maori_85	black	maor1246	163	mangu	mangu	m a ŋ u		Biggs-85-2005	1432	False	
1435	Austral_128	black	aust1304	163	ʔereʔere	ʔereʔere	ʔ e r e ʔ e r e		Meyer-128-2005	901	False	5
2733	Tahitian_173	black	tahi1242	163	'ere'ere	'ere'ere	ʔ e r e ʔ e r e		Clark-173-2005	901	False	5
3730	Penrhyn_235	black	penr1237	163	uri	uri	u r i		POLLEX	1174	False	7
4173	Mangareva_239	black	mang1401	163	kerekere	kerekere	k e r e k e r e	kere/kere // kere/kere	POLLEX	901	False	5
4174	Mangareva_239	black	mang1401	163	uri	uri	u r i		POLLEX	1174	False	7
4645	Tuamotuan_246	black	tuam1242	163	hiva	hiva	h i v a		POLLEX	1034	False	6
4646	Tuamotuan_246	black	tuam1242	163	uri	uri	u r i		POLLEX	1174	False	7
4647	Tuamotuan_246	black	tuam1242	163	kere	kere	k e r e		POLLEX	901	False	5
5659	Rapanui_264	black	rapa1244	163	kerekere	kerekere	k e r e k e r e	kere/kere // kere/kere	POLLEX	901	False	5
267	NorthMarquesan_38	blood	nort2845	946	toto	toto	t o t o		POLLEX	746	False	4
505	Hawaiian_52	blood	hawa1245	946	koko	koko	k o k o		71458	746	False	4
804	Rarotongan_58	blood	raro1241	946	toto	toto	t o t o		POLLEX	746	False	4
1039	Maori_85	blood	maor1246	946	toto	toto	t o t o		Biggs-85-2005	746	False	4
1588	Austral_128	blood	aust1304	946	toto	toto	t o t o		Meyer-128-2005	746	False	4
2868	Tahitian_173	blood	tahi1242	946	toto	toto	t o t o		Clark-173-2005	746	False	4
3856	Penrhyn_235	blood	penr1237	946	toto	toto	t o t o		POLLEX	746	False	4
4336	Mangareva_239	blood	mang1401	946	toto	toto	t o t o	toto	POLLEX	746	False	4
4817	Tuamotuan_246	blood	tuam1242	946	toto	toto	t o t o		POLLEX	746	False	4
5808	Rapanui_264	blood	rapa1244	946	toto	toto	t o t o		POLLEX	746	False	4
276	NorthMarquesan_38	bone	nort2845	1394	ivi	ivi	i v i		POLLEX	932	False	52,5
513	Hawaiian_52	bone	hawa1245	1394	iwi	iwi	i w i		71458	932	False	52,5
814	Rarotongan_58	bone	raro1241	1394	ivi	ivi	i v i		POLLEX	932	False	52,5
1047	Maori_85	bone	maor1246	1394	iwi	iwi	i w i		Biggs-85-2005	932	False	52,5
1600	Austral_128	bone	aust1304	1394	ivi	ivi	i v i		Meyer-128-2005	932	False	52,5
2876	Tahitian_173	bone	tahi1242	1394	ivi	ivi	i v i		Clark-173-2005	932	False	52,5
3863	Penrhyn_235	bone	penr1237	1394	ivi	ivi	i v i		POLLEX	932	False	52,5
4345	Mangareva_239	bone	mang1401	1394	ivi	ivi	i v i	ivi	POLLEX	932	False	52,5
4826	Tuamotuan_246	bone	tuam1242	1394	ivi	ivi	i v i		POLLEX	932	False	52,5
5817	Rapanui_264	bone	rapa1244	1394	ivi	ivi	i v i	ibi	POLLEX	932	False	52,5
133	NorthMarquesan_38	branch	nort2845	1531	àà	àà	ʔ a ʔ a		POLLEX	14	False	1,33
407	Hawaiian_52	branch	hawa1245	1531	lālā	lālā	l aː l aː		71458	14	False	1,33
665	Rarotongan_58	branch	raro1241	1531	raaraa	raaraa	r aː r aː		POLLEX	14	False	1,33
948	Maori_85	branch	maor1246	1531	manga	manga	m a ŋ a		Biggs-85-2005	490	False	2,35
1474	Austral_128	branch	aust1304	1531	ʔaamaʔa	ʔaamaʔa	ʔ aː m a ʔ a		Meyer-128-2005	490	False	2,35
2769	Tahitian_173	branch	tahi1242	1531	'aama'a	'aama'a	ʔ aː m a ʔ a		Clark-173-2005	490	False	2,35
3765	Penrhyn_235	branch	penr1237	1531	raaraa	raaraa	r aː r aː		POLLEX	14	False	1,33
4221	Mangareva_239	branch	mang1401	1531	rara	rara	r a r a		POLLEX	14	False	1,33
4696	Tuamotuan_246	branch	tuam1242	1531	raakau	raakau	r aː k a u		POLLEX	14	False	1,4
5701	Rapanui_264	branch	rapa1244	1531	maga	maga	m a g a		POLLEX	490	False	2,35
272	NorthMarquesan_38	breast	nort2845	1402	ki'i nene	ki'i nene	k i ʔ i _ n e n e		POLLEX	590	False	
273	NorthMarquesan_38	breast	nort2845	1402	u	u	u		POLLEX	15	False	1
510	Hawaiian_52	breast	hawa1245	1402	ū	ū	uː		71458	15	False	1
811	Rarotongan_58	breast	raro1241	1402	uu	uu	uː		POLLEX	15	False	1
1044	Maori_85	breast	maor1246	1402	uu	uu	uː		Biggs-85-2005	15	False	1
1595	Austral_128	breast	aust1304	1402	ʔoouma	ʔoouma	ʔ oː u m a		Meyer-128-2005	1175	False	7
1596	Austral_128	breast	aust1304	1402	tiitii	tiitii	t iː t iː		Meyer-128-2005	1035	False	6
2873	Tahitian_173	breast	tahi1242	1402	tiitii	tiitii	t iː t iː		Clark-173-2005	1035	False	6
3860	Penrhyn_235	breast	penr1237	1402	uu	uu	uː		POLLEX	15	False	1
4341	Mangareva_239	breast	mang1401	1402	kuperu	kuperu	k u p e r u		POLLEX	827	False	
4823	Tuamotuan_246	breast	tuam1242	1402	koouma	koouma	k oː u m a		POLLEX	1175	False	7
5814	Rapanui_264	breast	rapa1244	1402	û	û	ʔ uː	u'u	POLLEX	15	False	1
222	NorthMarquesan_38	child	nort2845	2099	tama	tama	t a m a		POLLEX	1036	False	6
468	Hawaiian_52	child	hawa1245	2099	keiki	keiki	k e i k i		71458	865	False	
759	Rarotongan_58	child	raro1241	2099	tamaiti	tamaiti	t a m a i t i		POLLEX	1036	False	6,64
760	Rarotongan_58	child	raro1241	2099	tamariki	tamariki	t a m a r i k i		POLLEX	1036	False	6,63
761	Rarotongan_58	child	raro1241	2099	tama	tama	t a m a		POLLEX	1036	False	6
1006	Maori_85	child	maor1246	2099	tamaiti	tamaiti	t a m a i t i		Biggs-85-2005	1036	False	6,64
1547	Austral_128	child	aust1304	2099	maʔuru	maʔuru	m a ʔ u r u		Meyer-128-2005	381	False	
1548	Austral_128	child	aust1304	2099	tamariʔi	tamariʔi	t a m a r i ʔ i		Meyer-128-2005	1036	False	6,63
2832	Tahitian_173	child	tahi1242	2099	tamari'i	tamari'i	t a m a r i ʔ i		Clark-173-2005	1036	False	6,63
3824	Penrhyn_235	child	penr1237	2099	tamariki	tamariki	t a m a r i k i		POLLEX	1036	False	6,63
4296	Mangareva_239	child	mang1401	2099	toromiki	toromiki	t o r o m i k i		POLLEX	809	False	
4772	Tuamotuan_246	child	tuam1242	2099	tamaariki	tamaariki	t a m aː r i k i		POLLEX	1036	False	6,63
4773	Tuamotuan_246	child	tuam1242	2099	tama	tama	t a m a		POLLEX	1036	False	6
5771	Rapanui_264	child	rapa1244	2099	poki	poki	p o k i		POLLEX	987	False	
111	NorthMarquesan_38	cloud	nort2845	1489	ao (i)	ao	a o		POLLEX	233	False	12
387	Hawaiian_52	cloud	hawa1245	1489	ao	ao	a o		71458	233	False	12
641	Rarotongan_58	cloud	raro1241	1489	tumurangi	tumurangi	t u m u r a ŋ i	tūrangi	POLLEX	713	False	36?
642	Rarotongan_58	cloud	raro1241	1489	tiao	tiao	t i a o		POLLEX	233	False	12
927	Maori_85	cloud	maor1246	1489	kapua	kapua	k a p u a		Biggs-85-2005	233	False	12, 67
1454	Austral_128	cloud	aust1304	1489	ata	ata	a t a		Meyer-128-2005	354	True	
2750	Tahitian_173	cloud	tahi1242	1489	ata	ata	a t a		Clark-173-2005	594	False	
3749	Penrhyn_235	cloud	penr1237	1489	oo	oo	oː		POLLEX	233	False	12
4199	Mangareva_239	cloud	mang1401	1489	ao	ao	a o		POLLEX	233	False	12
4672	Tuamotuan_246	cloud	tuam1242	1489	titi	titi	t i t i		POLLEX	283	False	13
4673	Tuamotuan_246	cloud	tuam1242	1489	ao	ao	a o		POLLEX	233	False	12
5681	Rapanui_264	cloud	rapa1244	1489	ragi	ragi	r a g i		POLLEX	622	False	3
5682	Rapanui_264	cloud	rapa1244	1489	kohu	kohu	k o h u		POLLEX	324	False	14
101	NorthMarquesan_38	cold	nort2845	1287	kamariri	kamariri	k a m a r i r i	kamaìì	POLLEX	16	False	1,52?
102	NorthMarquesan_38	cold	nort2845	1287	anu	anu	a n u		POLLEX	1315	False	8
103	NorthMarquesan_38	cold	nort2845	1287	makkarede	makarere	m a k a r e r e	makaìì	POLLEX	16	False	1,52
377	Hawaiian_52	cold	hawa1245	1287	anu	anu	a n u		71458	1315	False	8
628	Rarotongan_58	cold	raro1241	1287	anu toketoke	anu toketoke	a n u _ t o k e t o k e		POLLEX	1315	False	8,9
629	Rarotongan_58	cold	raro1241	1287	anu	anu	a n u		POLLEX	1315	False	8
918	Maori_85	cold	maor1246	1287	makariri	makariri	m a k a r i r i		Biggs-85-2005	16	False	1,52
1444	Austral_128	cold	aust1304	1287	toʔetoʔe	toʔetoʔe	t o ʔ e t o ʔ e		Meyer-128-2005	1389	False	9
2741	Tahitian_173	cold	tahi1242	1287	to'eto'e	to'eto'e	t o ʔ e t o ʔ e		Clark-173-2005	1389	False	9
3739	Penrhyn_235	cold	penr1237	1287	anu	anu	a n u		POLLEX	1315	False	8
3740	Penrhyn_235	cold	penr1237	1287	makariri	makariri	m a k a r i r i		POLLEX	16	False	1,52
4188	Mangareva_239	cold	mang1401	1287	makariri	makariri	m a k a r i r i	makariri	POLLEX	16	False	1,52
4189	Mangareva_239	cold	mang1401	1287	anu	anu	a n u		POLLEX	1315	False	8
4656	Tuamotuan_246	cold	tuam1242	1287	toketoke	toketoke	t o k e t o k e		POLLEX	1389	False	9
4657	Tuamotuan_246	cold	tuam1242	1287	anu	anu	a n u		POLLEX	1315	False	8
4658	Tuamotuan_246	cold	tuam1242	1287	makariri	makariri	m a k a r i r i		POLLEX	16	False	1,52
5669	Rapanui_264	cold	rapa1244	1287	takeo	takeo	t a k e o		POLLEX	1389	False	9
54	NorthMarquesan_38	correct, true	nort2845	1725	toitoi	toitoi	t o i t o i		POLLEX	768	False	41
55	NorthMarquesan_38	correct, true	nort2845	1725	mea hei	mea hei	m e a _ h e i		POLLEX	951	False	
348	Hawaiian_52	correct, true	hawa1245	1725	'oiā'i'o	'oiā'i'o	ʔ o i aː ʔ i ʔ o		71458	676	False	
584	Rarotongan_58	correct, true	raro1241	1725	tika	tika	t i k a		POLLEX	1390	False	9
890	Maori_85	correct, true	maor1246	1725	tika	tika	t i k a		Biggs-85-2005	1390	False	9
1411	Austral_128	correct, true	aust1304	1725	parau mau	parau mau	p a r a u _ m a u	mau	Meyer-128-2005	117	True	10
1412	Austral_128	correct, true	aust1304	1725	ʔaafaro	ʔaafaro	ʔ aː f a r o		Meyer-128-2005	735	True	39
1413	Austral_128	correct, true	aust1304	1725	tano	tano	t a n o		Meyer-128-2005	1374	False	8?
2711	Tahitian_173	correct, true	tahi1242	1725	'aafaro	'aafaro	ʔ aː f a r o		Clark-173-2005	735	False	39
2712	Tahitian_173	correct, true	tahi1242	1725	tano	tano	t a n o		Clark-173-2005	1316	False	8
3708	Penrhyn_235	correct, true	penr1237	1725	tika	tika	t i k a		POLLEX	1390	False	9
4148	Mangareva_239	correct, true	mang1401	1725	mau	mau	m a u		POLLEX	117	False	10
4149	Mangareva_239	correct, true	mang1401	1725	tika	tika	t i k a		POLLEX	1390	False	9
4623	Tuamotuan_246	correct, true	tuam1242	1725	tika	tika	t i k a		POLLEX	1390	False	9
5632	Rapanui_264	correct, true	rapa1244	1725	titika	titika	t i t i k a		POLLEX	1390	False	9
51	NorthMarquesan_38	day	nort2845	1225	oatea	oatea	o a t e a		POLLEX	581	False	27
52	NorthMarquesan_38	day	nort2845	1225	ao	ao	a o		POLLEX	17	False	1, 54
346	Hawaiian_52	day	hawa1245	1225	lā	lā	l aː		71458	1176	False	7
582	Rarotongan_58	day	raro1241	1225	ao	ao	a o		POLLEX	17	False	1, 54
887	Maori_85	day	maor1246	1225	raa	raa	r aː		Biggs-85-2005	1176	False	7
888	Maori_85	day	maor1246	1225	ao	ao	a o		Biggs-85-2005	17	False	1, 54
1408	Austral_128	day	aust1304	1225	maʔana	maʔana	m a ʔ a n a		Meyer-128-2005	1317	True	8
1409	Austral_128	day	aust1304	1225	ao	ao	a o		Meyer-128-2005	17	False	1, 54
2709	Tahitian_173	day	tahi1242	1225	ao	ao	a o		Clark-173-2005	17	False	1, 54
3706	Penrhyn_235	day	penr1237	1225	ao	ao	a o		POLLEX	17	False	1, 54
4145	Mangareva_239	day	mang1401	1225	ao	ao	a o		POLLEX	17	False	1,54
4146	Mangareva_239	day	mang1401	1225	ao	ao	a o		POLLEX	17	False	1, 54
4620	Tuamotuan_246	day	tuam1242	1225	ao	ao	a o		POLLEX	17	False	1, 54
5630	Rapanui_264	day	rapa1244	1225	raa	raa	r aː		POLLEX	1176	False	7
281	NorthMarquesan_38	dirty	nort2845	1230	hava	hava	h a v a		POLLEX	1318	False	8
282	NorthMarquesan_38	dirty	nort2845	1230	paàpaà	paàpaà	p a ʔ a p a ʔ a		POLLEX	1177	False	7
519	Hawaiian_52	dirty	hawa1245	1230	lepo	lepo	l e p o		71458	1391	False	9
821	Rarotongan_58	dirty	raro1241	1230	àvaàva	àvaàva	ʔ a v a ʔ a v a		POLLEX	1318	False	8
822	Rarotongan_58	dirty	raro1241	1230	repo	repo	r e p o		POLLEX	1391	False	9
1052	Maori_85	dirty	maor1246	1230	paru	paru	p a r u		Biggs-85-2005	1177	False	7
1605	Austral_128	dirty	aust1304	1230	repo	repo	r e p o		Meyer-128-2005	1391	False	9
2882	Tahitian_173	dirty	tahi1242	1230	repo	repo	r e p o		Clark-173-2005	1391	False	9
3870	Penrhyn_235	dirty	penr1237	1230	sava	sava	s a v a		POLLEX	1318	False	8
4353	Mangareva_239	dirty	mang1401	1230	paneu	paneu	p a n e u		POLLEX	831	False	
4834	Tuamotuan_246	dirty	tuam1242	1230	hava	hava	h a v a		POLLEX	1318	False	8
5826	Rapanui_264	dirty	rapa1244	1230	one	one	o n e		POLLEX	1464	False	x
5827	Rapanui_264	dirty	rapa1244	1230	hava	hava	h a v a	haba/haba // haba/haba	POLLEX	1318	False	8
155	NorthMarquesan_38	dog	nort2845	2009	nuhe	nuhe	n u h e	peto	POLLEX	382	False	
156	NorthMarquesan_38	dog	nort2845	2009	ku'i	ku'i	k u ʔ i		POLLEX	1178	False	7
424	Hawaiian_52	dog	hawa1245	2009	'īlio	'īlio	ʔ iː l i o		71458	1178	True	7
685	Rarotongan_58	dog	raro1241	2009	kurii	kurii	k u r iː		POLLEX	1178	False	7
966	Maori_85	dog	maor1246	2009	kurii	kurii	k u r iː		Biggs-85-2005	1178	False	7
1494	Austral_128	dog	aust1304	2009	ʔuurii	ʔuurii	ʔ uː r iː		Meyer-128-2005	1178	False	7
2788	Tahitian_173	dog	tahi1242	2009	'urii	'urii	ʔ u r iː		Clark-173-2005	1178	False	7
3781	Penrhyn_235	dog	penr1237	2009	kurii	kurii	k u r iː		POLLEX	1178	False	7
4242	Mangareva_239	dog	mang1401	2009	kurī	kurī	k u r iː	kuri	POLLEX	1178	False	7
4714	Tuamotuan_246	dog	tuam1242	2009	kurio	kurio	k u r i o	kuri/o // kuri/o // kuri	POLLEX	1178	False	7
5719	Rapanui_264	dog	rapa1244	2009	paihega	paihega	p a i h e g a		POLLEX	976	False	
5720	Rapanui_264	dog	rapa1244	2009	kuri	kuri	k u r i		POLLEX	1178	False	7
99	NorthMarquesan_38	dry	nort2845	1398	mo'o	mo'o	m o ʔ o		POLLEX	284	False	13
100	NorthMarquesan_38	dry	nort2845	1398	pakaka	pakaka	p a k a k a	pa/paka/ // pa/paka/ // paka	POLLEX	234	False	12
376	Hawaiian_52	dry	hawa1245	1398	malo'o	malo'o	m a l o ʔ o		71458	284	False	13
627	Rarotongan_58	dry	raro1241	1398	maroo	maroo	m a r oː		POLLEX	284	False	13
917	Maori_85	dry	maor1246	1398	maroke	maroke	m a r o k e		Biggs-85-2005	284	False	13
1443	Austral_128	dry	aust1304	1398	maroo	maroo	m a r oː		Meyer-128-2005	284	False	13
2740	Tahitian_173	dry	tahi1242	1398	maroo	maroo	m a r oː		Clark-173-2005	284	False	13
3738	Penrhyn_235	dry	penr1237	1398	masa	masa	m a s a		POLLEX	183	False	11
4187	Mangareva_239	dry	mang1401	1398	maro	maro	m a r o		POLLEX	284	False	13
4655	Tuamotuan_246	dry	tuam1242	1398	maroo	maroo	m a r oː		POLLEX	284	False	13
5668	Rapanui_264	dry	rapa1244	1398	pakapaka	pakapaka	p a k a p a k a	paka/paka // paka/paka // paka	POLLEX	234	False	12
181	NorthMarquesan_38	dull, blunt	nort2845	379	puriki	puriki	p u r i k i		POLLEX	422	False	18
182	NorthMarquesan_38	dull, blunt	nort2845	379	tumué	tumué	t u m u ʔ e	mué	POLLEX	119	False	10
440	Hawaiian_52	dull, blunt	hawa1245	379	[kū]mūmū	mūmū	m uː m uː		71458	119	False	10
710	Rarotongan_58	dull, blunt	raro1241	379	mania	mania	m a n i a		POLLEX	184	False	11
980	Maori_85	dull, blunt	maor1246	379	puuhuki	puuhuki	p uː h u k i		Biggs-85-2005	422	False	18
1513	Austral_128	dull, blunt	aust1304	379	mania	mania	m a n i a		Meyer-128-2005	184	False	11
1514	Austral_128	dull, blunt	aust1304	379	tuumuu	tuumuu	t uː m uː		Meyer-128-2005	119	False	10
2802	Tahitian_173	dull, blunt	tahi1242	379	mania	mania	m a n i a		Clark-173-2005	184	False	11
3796	Penrhyn_235	dull, blunt	penr1237	379	muu	muu	m uː		POLLEX	119	False	10
4260	Mangareva_239	dull, blunt	mang1401	379	moimoi	moimoi	m o i m o i		POLLEX	798	False	
4733	Tuamotuan_246	dull, blunt	tuam1242	379	tii/muu	tii	t iː	tii/muu // tuu/muu // tuu/muu	POLLEX	119	False	10
5738	Rapanui_264	dull, blunt	rapa1244	379	puni	puni	p u n i		POLLEX	736	False	39
280	NorthMarquesan_38	dust	nort2845	2	'epo	'epo	ʔ e p o		POLLEX	1460	False	X
517	Hawaiian_52	dust	hawa1245	2	'e'a	'e'a	ʔ e ʔ a		71458	1460	False	X
518	Hawaiian_52	dust	hawa1245	2	'ehu	'ehu	ʔ e h u		71458	20	False	1
820	Rarotongan_58	dust	raro1241	2	puèu	puèu	p u ʔ e u		POLLEX	20	False	1, 74
1051	Maori_85	dust	maor1246	2	puehu	puehu	p u e h u	pu|ehu	Biggs-85-2005	20	False	1, 74
1604	Austral_128	dust	aust1304	2	ʔuʔaʔuʔa	ʔuʔaʔuʔa	ʔ u ʔ a ʔ u ʔ a		Meyer-128-2005	1460	True	X
2880	Tahitian_173	dust	tahi1242	2	repo puehu	repo puehu	r e p o _ p u e h u		Clark-173-2005	20	False	1, 74
2881	Tahitian_173	dust	tahi1242	2	hu'ahuaa	hu'ahuaa	h u ʔ a h u aː		Clark-173-2005	1460	False	X
3869	Penrhyn_235	dust	penr1237	2	puuehu	puuehu	p uː e h u		POLLEX	20	False	1, 74
4351	Mangareva_239	dust	mang1401	2	e'u	e'u	e ʔ u	èu	POLLEX	20	False	1
4352	Mangareva_239	dust	mang1401	2	puèu	puèu	p u ʔ e u		POLLEX	20	False	1, 74
4833	Tuamotuan_246	dust	tuam1242	2	puuehu	puuehu	p uː e h u		POLLEX	20	False	1, 74
5822	Rapanui_264	dust	rapa1244	2	pugaehu	pugaehu	p u g a e h u		POLLEX	20	False	1, 67
5823	Rapanui_264	dust	rapa1244	2	garahu	garahu	g a r a h u		POLLEX	20	False	1,68
5824	Rapanui_264	dust	rapa1244	2	huga	huga	h u g a	huŋa	POLLEX	994	False	
241	NorthMarquesan_38	ear	nort2845	1247	pua/ìna/	pua	p u a	pua/ìna/ // pua/ìka/ // pua/ìka/	POLLEX	443	False	19
482	Hawaiian_52	ear	hawa1245	1247	pepeiao	pepeiao	p e p e i a o		71458	882	False	
779	Rarotongan_58	ear	raro1241	1247	taringa	taringa	t a r i ŋ a		POLLEX	21	False	1
1019	Maori_85	ear	maor1246	1247	taringa	taringa	t a r i ŋ a		Biggs-85-2005	21	False	1
1565	Austral_128	ear	aust1304	1247	tariʔa	tariʔa	t a r i ʔ a		Meyer-128-2005	21	False	1
2846	Tahitian_173	ear	tahi1242	1247	tari'a	tari'a	t a r i ʔ a		Clark-173-2005	21	False	1
3837	Penrhyn_235	ear	penr1237	1247	taringa	taringa	t a r i ŋ a		POLLEX	21	False	1
4312	Mangareva_239	ear	mang1401	1247	taringa	taringa	t a r i ŋ a	teriga	POLLEX	21	False	1
4788	Tuamotuan_246	ear	tuam1242	1247	tariŋa	tariŋa	t a r i ŋ a		POLLEX	21	False	1
5786	Rapanui_264	ear	rapa1244	1247	tariga	tariga	t a r i g a	tariŋa	POLLEX	21	False	1
127	NorthMarquesan_38	earth/soil	nort2845	1228	'epo	'epo	ʔ e p o		POLLEX	185	False	11
400	Hawaiian_52	earth/soil	hawa1245	1228	lepo	lepo	l e p o		71458	185	False	11
401	Hawaiian_52	earth/soil	hawa1245	1228	honua	honua	h o n u a		71458	756	False	
657	Rarotongan_58	earth/soil	raro1241	1228	repo	repo	r e p o		POLLEX	185	False	11
940	Maori_85	earth/soil	maor1246	1228	kere-	kere-	k e r e		Biggs-85-2005	120	False	10
941	Maori_85	earth/soil	maor1246	1228	repo	repo	r e p o		Biggs-85-2005	185	False	11
942	Maori_85	earth/soil	maor1246	1228	oneone	oneone	o n e o n e		Biggs-85-2005	680	False	35
1468	Austral_128	earth/soil	aust1304	1228	repo	repo	r e p o		Meyer-128-2005	185	False	11
2763	Tahitian_173	earth/soil	tahi1242	1228	repo	repo	r e p o		Clark-173-2005	185	False	11
3759	Penrhyn_235	earth/soil	penr1237	1228	repo	repo	r e p o		POLLEX	185	False	11
4214	Mangareva_239	earth/soil	mang1401	1228	repo	repo	r e p o	repo	POLLEX	185	False	11
4690	Tuamotuan_246	earth/soil	tuam1242	1228	repo	repo	r e p o		POLLEX	185	False	11
5694	Rapanui_264	earth/soil	rapa1244	1228	one	one	o n e		POLLEX	680	False	35
5695	Rapanui_264	earth/soil	rapa1244	1228	repo	repo	r e p o		POLLEX	185	False	11
153	NorthMarquesan_38	egg	nort2845	744	mama'i	mama'i	m a m a ʔ i		POLLEX	1038	False	6
422	Hawaiian_52	egg	hawa1245	744	hua[moa]	hua	h u a		71458	902	False	5
683	Rarotongan_58	egg	raro1241	744	ua	ua	u a		POLLEX	902	False	5
963	Maori_85	egg	maor1246	744	hua manu	hua manu	h u a _ m a n u		Biggs-85-2005	902	False	5
964	Maori_85	egg	maor1246	744	heeki	heeki	h eː k i		Biggs-85-2005	1441	True	
1492	Austral_128	egg	aust1304	744	ʔua	ʔua	ʔ u a		Meyer-128-2005	902	False	5
2786	Tahitian_173	egg	tahi1242	744	hooro	hooro	h oː r o	huero	Clark-173-2005	1438	False	94
3779	Penrhyn_235	egg	penr1237	744	hua	hua	h u a		POLLEX	902	False	5
4240	Mangareva_239	egg	mang1401	744	māmari moa	māmari moa	m aː m a r i _ m o a		POLLEX	1038	False	6
4712	Tuamotuan_246	egg	tuam1242	744	toouo	toouo	t oː u o		POLLEX	1179	False	7
5716	Rapanui_264	egg	rapa1244	744	mâmari	mâmari	m ʔ aː m a r i		POLLEX	1038	False	6
5717	Rapanui_264	egg	rapa1244	744	toua	toua	t o u a		POLLEX	1179	False	7
238	NorthMarquesan_38	eye	nort2845	1248	mata	mata	m a t a		POLLEX	23	False	1
239	NorthMarquesan_38	eye	nort2845	1248	korohi	korohi	k o r o h i	konohi	POLLEX	747	False	4
480	Hawaiian_52	eye	hawa1245	1248	maka	maka	m a k a		71458	23	False	1
776	Rarotongan_58	eye	raro1241	1248	mata	mata	m a t a		POLLEX	23	False	1
777	Rarotongan_58	eye	raro1241	1248	kanoì	kanoì	k a n o ʔ i		POLLEX	747	False	4
1017	Maori_85	eye	maor1246	1248	mata	mata	m a t a		Biggs-85-2005	23	False	1
1563	Austral_128	eye	aust1304	1248	mata	mata	m a t a		Meyer-128-2005	23	False	1
2844	Tahitian_173	eye	tahi1242	1248	mata	mata	m a t a		Clark-173-2005	23	False	1
3835	Penrhyn_235	eye	penr1237	1248	mata	mata	m a t a		POLLEX	23	False	1
4310	Mangareva_239	eye	mang1401	1248	mata	mata	m a t a	mata	POLLEX	23	False	1
4786	Tuamotuan_246	eye	tuam1242	1248	mata	mata	m a t a		POLLEX	23	False	1
5784	Rapanui_264	eye	rapa1244	1248	mata	mata	m a t a		POLLEX	23	False	1
36	NorthMarquesan_38	far	nort2845	1406	mema'o	mema'o	m e m a ʔ o	mamao	POLLEX	285	False	13
330	Hawaiian_52	far	hawa1245	1406	mamao	mamao	m a m a o		71458	285	False	13
568	Rarotongan_58	far	raro1241	1406	mamao	mamao	m a m a o		POLLEX	285	False	13
873	Maori_85	far	maor1246	1406	tawhiti	tafiti	t a f i t i		Biggs-85-2005	1365	False	
1396	Austral_128	far	aust1304	1406	aatea	aatea	aː t e a		Meyer-128-2005	325	False	14
2697	Tahitian_173	far	tahi1242	1406	aatea	aatea	aː t e a		Clark-173-2005	325	False	14
